Id_Encuesta,eval_gob_1,eval_act_pol_1_p,eval_act_pol_1_fh,eval_act_pol_1_dv,eval_act_pol_1_co,eval_act_pol_1_ca,eval_act_pol_1_ae,eval_act_pol_1_er,eval_act_pol_1_gt,eval_act_pol_17,eval_act_pol_18,pp_congreso_61_b
774,2,3.0,,,,2.0,,,,,,
777,1,4.0,,,,4.0,,,,,,
778,2,4.0,,,,3.0,,,,,,
779,1,4.0,,,,4.0,,,,,,
781,2,3.0,,,,3.0,,,,,,
782,1,3.0,,,,4.0,,,,,,
784,1,3.0,,,,3.0,,,,,,
785,1,4.0,,,,3.0,,,,,,
787,1,3.0,,,,4.0,,,,,,
788,1,8.0,,,,4.0,,,,,,
789,3,6.0,,,,4.0,,,,,,
791,2,4.0,,,,3.0,,,,,,
793,1,2.0,,,,4.0,,,,,,
794,1,4.0,,,,4.0,,,,,,
795,3,4.0,,,,4.0,,,,,,
796,2,4.0,,,,3.0,,,,,,
797,3,3.0,,,,3.0,,,,,,
798,1,2.0,,,,5.0,,,,,,
799,1,4.0,,,,5.0,,,,,,
800,1,3.0,,,,5.0,,,,,,
801,1,3.0,,,,5.0,,,,,,
802,1,2.0,,,,4.0,,,,,,
803,3,3.0,,,,4.0,,,,,,
804,3,4.0,,,,3.0,,,,,,
805,3,4.0,,,,4.0,,,,,,
806,3,4.0,,,,4.0,,,,,,
809,2,4.0,,,,3.0,,,,,,
810,1,4.0,,,,4.0,,,,,,
811,1,4.0,,,,4.0,,,,,,
812,1,3.0,,,,5.0,,,,,,
813,1,4.0,,,,5.0,,,,,,
814,1,3.0,,,,5.0,,,,,,
815,3,4.0,,,,4.0,,,,,,
816,1,4.0,,,,4.0,,,,,,
817,2,4.0,,,,4.0,,,,,,
818,2,4.0,,,,2.0,,,,,,
819,8,4.0,,,,4.0,,,,,,
821,1,3.0,,,,4.0,,,,,,
822,1,3.0,,,,4.0,,,,,,
823,1,4.0,,,,6.0,,,,,,
825,1,2.0,,,,6.0,,,,,,
830,1,4.0,,,,4.0,,,,,,
832,3,3.0,,,,3.0,,,,,,
833,1,4.0,,,,4.0,,,,,,
834,3,3.0,,,,4.0,,,,,,
835,2,4.0,,,,4.0,,,,,,
836,3,6.0,,,,4.0,,,,,,
837,2,4.0,,,,3.0,,,,,,
838,2,3.0,,,,3.0,,,,,,
840,2,2.0,,,,3.0,,,,,,
841,1,2.0,,,,5.0,,,,,,
842,2,2.0,,,,2.0,,,,,,
843,2,3.0,,,,3.0,,,,,,
844,2,2.0,,,,2.0,,,,,,
845,1,4.0,,,,4.0,,,,,,
846,2,4.0,,,,3.0,,,,,,
848,1,3.0,,,,4.0,,,,,,
849,2,3.0,,,,6.0,,,,,,
850,8,3.0,,,,3.0,,,,,,
851,2,3.0,,,,3.0,,,,,,
852,2,6.0,,,,3.0,,,,,,
853,1,3.0,,,,5.0,,,,,,
854,1,4.0,,,,4.0,,,,,,
855,3,4.0,,,,4.0,,,,,,
856,1,4.0,,,,4.0,,,,,,
857,3,4.0,,,,3.0,,,,,,
858,3,4.0,,,,3.0,,,,,,
859,1,2.0,,,,4.0,,,,,,
860,1,3.0,,,,4.0,,,,,,
861,3,3.0,,,,3.0,,,,,,
863,1,3.0,,,,3.0,,,,,,
864,1,2.0,,,,5.0,,,,,,
865,2,4.0,,,,3.0,,,,,,
866,3,8.0,,,,8.0,,,,,,
867,2,2.0,,,,4.0,,,,,,
868,1,4.0,,,,4.0,,,,,,
869,1,4.0,,,,4.0,,,,,,
870,3,3.0,,,,3.0,,,,,,
871,1,2.0,,,,4.0,,,,,,
872,1,1.0,,,,4.0,,,,,,
873,2,2.0,,,,2.0,,,,,,
874,2,4.0,,,,2.0,,,,,,
875,2,4.0,,,,2.0,,,,,,
876,1,3.0,,,,4.0,,,,,,
877,3,3.0,,,,3.0,,,,,,
878,1,3.0,,,,4.0,,,,,,
879,2,9.0,,,,9.0,,,,,,
880,1,4.0,,,,4.0,,,,,,
881,1,3.0,,,,5.0,,,,,,
882,1,3.0,,,,8.0,,,,,,
883,2,4.0,,,,3.0,,,,,,
884,3,4.0,,,,4.0,,,,,,
885,3,3.0,,,,4.0,,,,,,
886,1,3.0,,,,3.0,,,,,,
888,3,2.0,,,,2.0,,,,,,
889,2,3.0,,,,4.0,,,,,,
890,3,3.0,,,,3.0,,,,,,
891,8,3.0,,,,4.0,,,,,,
892,3,6.0,,,,3.0,,,,,,
893,1,6.0,,,,4.0,,,,,,
894,1,3.0,,,,3.0,,,,,,
895,1,3.0,,,,3.0,,,,,,
897,3,4.0,,,,6.0,,,,,,
898,2,3.0,,,,3.0,,,,,,
899,2,3.0,,,,4.0,,,,,,
900,2,4.0,,,,4.0,,,,,,
901,1,1.0,,,,4.0,,,,,,
902,1,2.0,,,,4.0,,,,,,
903,2,2.0,,,,4.0,,,,,,
904,1,3.0,,,,5.0,,,,,,
905,1,4.0,,,,4.0,,,,,,
906,3,4.0,,,,3.0,,,,,,
907,1,2.0,,,,4.0,,,,,,
908,2,4.0,,,,3.0,,,,,,
909,1,1.0,,,,5.0,,,,,,
910,1,2.0,,,,5.0,,,,,,
911,1,2.0,,,,5.0,,,,,,
912,1,1.0,,,,5.0,,,,,,
913,1,1.0,,,,5.0,,,,,,
914,1,2.0,,,,4.0,,,,,,
915,1,2.0,,,,4.0,,,,,,
916,1,3.0,,,,4.0,,,,,,
917,1,2.0,,,,4.0,,,,,,
918,1,1.0,,,,4.0,,,,,,
919,3,2.0,,,,5.0,,,,,,
920,1,1.0,,,,4.0,,,,,,
921,1,3.0,,,,3.0,,,,,,
922,3,2.0,,,,4.0,,,,,,
923,1,2.0,,,,4.0,,,,,,
924,1,4.0,,,,4.0,,,,,,
925,3,4.0,,,,3.0,,,,,,
926,2,3.0,,,,3.0,,,,,,
927,3,2.0,,,,4.0,,,,,,
928,2,3.0,,,,3.0,,,,,,
929,2,3.0,,,,4.0,,,,,,
930,1,3.0,,,,4.0,,,,,,
931,1,4.0,,,,4.0,,,,,,
932,2,5.0,,,,1.0,,,,,,
933,1,1.0,,,,3.0,,,,,,
934,1,3.0,,,,5.0,,,,,,
935,3,3.0,,,,4.0,,,,,,
936,2,4.0,,,,3.0,,,,,,
937,1,3.0,,,,4.0,,,,,,
938,1,3.0,,,,4.0,,,,,,
939,1,3.0,,,,5.0,,,,,,
940,1,3.0,,,,3.0,,,,,,
941,1,2.0,,,,4.0,,,,,,
942,3,4.0,,,,3.0,,,,,,
943,1,3.0,,,,4.0,,,,,,
944,2,2.0,,,,3.0,,,,,,
945,1,2.0,,,,5.0,,,,,,
946,1,4.0,,,,5.0,,,,,,
947,1,4.0,,,,4.0,,,,,,
948,1,3.0,,,,5.0,,,,,,
949,1,3.0,,,,4.0,,,,,,
950,2,4.0,,,,3.0,,,,,,
951,1,4.0,,,,4.0,,,,,,
952,2,4.0,,,,2.0,,,,,,
953,1,5.0,,,,4.0,,,,,,
954,1,3.0,,,,3.0,,,,,,
955,2,3.0,,,,4.0,,,,,,
956,1,4.0,,,,4.0,,,,,,
957,1,4.0,,,,4.0,,,,,,
958,1,2.0,,,,4.0,,,,,,
960,1,3.0,,,,5.0,,,,,,
961,2,4.0,,,,2.0,,,,,,
962,1,2.0,,,,4.0,,,,,,
963,1,4.0,,,,4.0,,,,,,
964,2,4.0,,,,2.0,,,,,,
965,1,4.0,,,,4.0,,,,,,
966,1,3.0,,,,4.0,,,,,,
967,1,8.0,,,,8.0,,,,,,
969,1,2.0,,,,4.0,,,,,,
971,3,4.0,,,,4.0,,,,,,
972,1,2.0,,,,5.0,,,,,,
973,1,6.0,,,,6.0,,,,,,
974,2,2.0,,,,2.0,,,,,,
975,1,2.0,,,,5.0,,,,,,
976,1,3.0,,,,4.0,,,,,,
979,1,4.0,,,,4.0,,,,,,
980,1,4.0,,,,5.0,,,,,,
981,1,4.0,,,,4.0,,,,,,
982,1,3.0,,,,4.0,,,,,,
983,1,2.0,,,,5.0,,,,,,
984,3,2.0,,,,4.0,,,,,,
985,1,4.0,,,,5.0,,,,,,
986,3,8.0,,,,8.0,,,,,,
987,2,9.0,,,,9.0,,,,,,
988,1,2.0,,,,4.0,,,,,,
989,3,9.0,,,,9.0,,,,,,
990,3,6.0,,,,6.0,,,,,,
991,1,3.0,,,,5.0,,,,,,
992,8,9.0,,,,9.0,,,,,,
993,3,2.0,,,,4.0,,,,,,
994,3,4.0,,,,4.0,,,,,,
995,3,4.0,,,,3.0,,,,,,
996,3,1.0,,,,5.0,,,,,,
997,3,3.0,,,,3.0,,,,,,
998,8,4.0,,,,4.0,,,,,,
999,2,3.0,,,,3.0,,,,,,
1000,3,9.0,,,,9.0,,,,,,
1001,1,4.0,,,,4.0,,,,,,
1002,3,4.0,,,,4.0,,,,,,
1003,1,3.0,,,,4.0,,,,,,
1004,2,4.0,,,,3.0,,,,,,
1005,3,3.0,,,,4.0,,,,,,
1006,1,4.0,,,,4.0,,,,,,
1007,2,9.0,,,,9.0,,,,,,
1008,1,2.0,,,,5.0,,,,,,
1009,2,4.0,,,,2.0,,,,,,
1011,1,4.0,,,,3.0,,,,,,
1012,2,5.0,,,,2.0,,,,,,
1013,2,3.0,,,,1.0,,,,,,
1014,1,3.0,,,,5.0,,,,,,
1015,1,4.0,,,,4.0,,,,,,
1016,3,3.0,,,,3.0,,,,,,
1017,1,3.0,,,,4.0,,,,,,
1018,1,4.0,,,,4.0,,,,,,
1019,1,4.0,,,,4.0,,,,,,
1020,1,3.0,,,,4.0,,,,,,
1021,1,1.0,,,,4.0,,,,,,
1022,1,4.0,,,,4.0,,,,,,
1023,2,4.0,,,,4.0,,,,,,
1024,1,4.0,,,,4.0,,,,,,
1025,1,4.0,,,,4.0,,,,,,
1026,1,2.0,,,,4.0,,,,,,
1028,2,4.0,,,,3.0,,,,,,
1029,1,1.0,,,,5.0,,,,,,
1030,2,3.0,,,,3.0,,,,,,
1031,1,2.0,,,,4.0,,,,,,
1032,9,8.0,,,,4.0,,,,,,
1033,1,3.0,,,,4.0,,,,,,
1034,1,4.0,,,,4.0,,,,,,
1035,1,3.0,,,,4.0,,,,,,
1036,1,2.0,,,,4.0,,,,,,
1037,1,5.0,,,,4.0,,,,,,
1038,1,4.0,,,,4.0,,,,,,
1039,3,3.0,,,,4.0,,,,,,
1040,3,4.0,,,,4.0,,,,,,
1041,8,4.0,,,,4.0,,,,,,
1042,1,2.0,,,,5.0,,,,,,
1043,1,4.0,,,,4.0,,,,,,
1044,3,4.0,,,,4.0,,,,,,
1045,1,3.0,,,,4.0,,,,,,
1046,2,4.0,,,,4.0,,,,,,
1047,1,5.0,,,,5.0,,,,,,
1048,1,4.0,,,,4.0,,,,,,
1050,1,2.0,,,,4.0,,,,,,
1051,1,3.0,,,,5.0,,,,,,
1052,1,2.0,,,,5.0,,,,,,
1053,1,2.0,,,,5.0,,,,,,
1054,1,2.0,,,,5.0,,,,,,
1055,1,2.0,,,,4.0,,,,,,
1056,1,2.0,,,,4.0,,,,,,
1057,1,2.0,,,,6.0,,,,,,
1058,3,3.0,,,,3.0,,,,,,
1059,1,2.0,,,,5.0,,,,,,
1060,1,4.0,,,,5.0,,,,,,
1061,1,3.0,,,,4.0,,,,,,
1062,3,3.0,,,,3.0,,,,,,
1063,8,3.0,,,,3.0,,,,,,
1064,2,1.0,,,,1.0,,,,,,
1065,2,3.0,,,,3.0,,,,,,
1066,8,4.0,,,,4.0,,,,,,
1067,2,8.0,,,,1.0,,,,,,
1068,2,3.0,,,,2.0,,,,,,
1069,1,2.0,,,,5.0,,,,,,
1070,3,4.0,,,,4.0,,,,,,
1071,3,4.0,,,,4.0,,,,,,
1072,1,2.0,,,,8.0,,,,,,
1073,1,3.0,,,,3.0,,,,,,
1074,3,3.0,,,,2.0,,,,,,
1075,1,2.0,,,,5.0,,,,,,
1076,3,3.0,,,,4.0,,,,,,
1077,3,2.0,,,,5.0,,,,,,
1078,1,2.0,,,,4.0,,,,,,
1079,1,2.0,,,,4.0,,,,,,
1080,3,3.0,,,,3.0,,,,,,
1081,2,4.0,,,,8.0,,,,,,
1082,1,3.0,,,,5.0,,,,,,
1085,1,2.0,,,,4.0,,,,,,
1087,2,2.0,,,,2.0,,,,,,
1088,2,2.0,,,,2.0,,,,,,
1089,2,4.0,,,,2.0,,,,,,
1093,1,3.0,,,,4.0,,,,,,
1097,1,2.0,,,,4.0,,,,,,
1100,1,8.0,,,,3.0,,,,,,
1102,2,4.0,,,,3.0,,,,,,
1103,2,3.0,,,,5.0,,,,,,
1104,3,3.0,,,,4.0,,,,,,
1111,2,4.0,,,,3.0,,,,,,
1112,1,2.0,,,,4.0,,,,,,
1113,3,2.0,,,,2.0,,,,,,
1114,3,3.0,,,,3.0,,,,,,
1115,1,3.0,,,,4.0,,,,,,
1116,3,4.0,,,,4.0,,,,,,
1117,3,3.0,,,,4.0,,,,,,
1118,1,3.0,,,,4.0,,,,,,
1119,3,3.0,,,,3.0,,,,,,
1120,2,5.0,,,,3.0,,,,,,
1123,3,4.0,,,,4.0,,,,,,
1125,1,2.0,,,,4.0,,,,,,
1126,1,3.0,,,,4.0,,,,,,
1128,1,2.0,,,,5.0,,,,,,
1129,3,2.0,,,,4.0,,,,,,
1132,2,4.0,,,,3.0,,,,,,
1133,3,5.0,,,,4.0,,,,,,
1137,8,3.0,,,,4.0,,,,,,
1138,3,3.0,,,,3.0,,,,,,
1139,1,3.0,,,,4.0,,,,,,
1140,1,2.0,,,,4.0,,,,,,
1141,9,4.0,,,,4.0,,,,,,
1143,2,2.0,,,,3.0,,,,,,
1146,2,2.0,,,,3.0,,,,,,
1147,1,3.0,,,,3.0,,,,,,
1148,9,3.0,,,,4.0,,,,,,
1150,2,4.0,,,,4.0,,,,,,
1151,1,3.0,,,,4.0,,,,,,
1152,1,3.0,,,,4.0,,,,,,
1154,2,1.0,,,,2.0,,,,,,
1156,1,3.0,,,,5.0,,,,,,
1157,1,1.0,,,,3.0,,,,,,
1158,1,1.0,,,,5.0,,,,,,
1159,2,4.0,,,,2.0,,,,,,
1161,9,4.0,,,,4.0,,,,,,
1162,1,3.0,,,,4.0,,,,,,
1163,3,3.0,,,,3.0,,,,,,
1164,1,1.0,,,,4.0,,,,,,
1166,3,2.0,,,,2.0,,,,,,
1167,1,3.0,,,,4.0,,,,,,
1168,1,3.0,,,,4.0,,,,,,
1169,1,3.0,,,,4.0,,,,,,
1170,1,3.0,,,,4.0,,,,,,
1171,1,2.0,,,,4.0,,,,,,
1173,1,4.0,,,,4.0,,,,,,
1175,2,5.0,,,,1.0,,,,,,
1176,2,4.0,,,,4.0,,,,,,
1177,1,3.0,,,,5.0,,,,,,
1181,1,4.0,,,,5.0,,,,,,
1182,2,4.0,,,,4.0,,,,,,
1183,2,4.0,,,,5.0,,,,,,
1185,1,3.0,,,,5.0,,,,,,
1187,8,2.0,,,,4.0,,,,,,
1189,1,1.0,,,,5.0,,,,,,
1191,1,2.0,,,,5.0,,,,,,
1194,3,3.0,,,,3.0,,,,,,
1195,3,3.0,,,,6.0,,,,,,
1196,1,3.0,,,,4.0,,,,,,
1197,1,3.0,,,,3.0,,,,,,
1198,1,1.0,,,,4.0,,,,,,
1199,1,3.0,,,,4.0,,,,,,
1202,1,1.0,,,,5.0,,,,,,
1205,1,3.0,,,,4.0,,,,,,
1208,3,3.0,,,,3.0,,,,,,
1209,9,9.0,,,,9.0,,,,,,
1211,3,3.0,,,,3.0,,,,,,
1215,1,5.0,,,,5.0,,,,,,
1218,1,1.0,,,,5.0,,,,,,
1219,3,3.0,,,,3.0,,,,,,
1220,3,3.0,,,,3.0,,,,,,
1221,1,3.0,,,,3.0,,,,,,
1223,2,3.0,,,,3.0,,,,,,
1224,1,3.0,,,,3.0,,,,,,
1226,2,4.0,,,,8.0,,,,,,
1227,2,1.0,,,,2.0,,,,,,
1232,1,3.0,,,,4.0,,,,,,
1236,2,3.0,,,,4.0,,,,,,
1238,2,3.0,,,,1.0,,,,,,
1244,2,4.0,,,,3.0,,,,,,
1248,3,3.0,,,,4.0,,,,,,
1250,2,4.0,,,,5.0,,,,,,
1251,2,3.0,,,,1.0,,,,,,
1254,2,3.0,,,,3.0,,,,,,
1255,1,1.0,,,,4.0,,,,,,
1260,1,3.0,,,,4.0,,,,,,
1265,1,1.0,,,,4.0,,,,,,
1266,1,3.0,,,,4.0,,,,,,
1269,2,5.0,,,,1.0,,,,,,
1270,1,2.0,,,,4.0,,,,,,
1272,1,1.0,,,,5.0,,,,,,
1273,2,4.0,,,,4.0,,,,,,
1275,1,4.0,,,,4.0,,,,,,
1276,2,2.0,,,,3.0,,,,,,
1277,2,5.0,,,,3.0,,,,,,
1278,2,4.0,,,,2.0,,,,,,
1279,1,3.0,,,,3.0,,,,,,
1280,3,5.0,,,,3.0,,,,,,
1281,1,3.0,,,,4.0,,,,,,
1285,1,3.0,,,,4.0,,,,,,
1286,3,3.0,,,,3.0,,,,,,
1287,1,1.0,,,,5.0,,,,,,
1288,1,2.0,,,,4.0,,,,,,
1289,2,4.0,,,,2.0,,,,,,
1290,3,5.0,,,,3.0,,,,,,
1293,1,2.0,,,,4.0,,,,,,
1297,1,4.0,,,,4.0,,,,,,
1298,1,4.0,,,,4.0,,,,,,
1299,1,1.0,,,,5.0,,,,,,
1301,1,2.0,,,,3.0,,,,,,
1302,1,3.0,,,,4.0,,,,,,
1303,1,4.0,,,,4.0,,,,,,
1304,2,3.0,,,,2.0,,,,,,
1306,1,1.0,,,,4.0,,,,,,
1308,1,2.0,,,,4.0,,,,,,
1315,2,4.0,,,,3.0,,,,,,
1316,1,5.0,,,,5.0,,,,,,
1317,3,4.0,,,,4.0,,,,,,
1321,2,4.0,,,,2.0,,,,,,
1322,1,2.0,,,,4.0,,,,,,
1323,1,3.0,,,,4.0,,,,,,
1325,2,4.0,,,,2.0,,,,,,
1326,2,4.0,,,,3.0,,,,,,
1327,2,4.0,,,,2.0,,,,,,
1328,1,3.0,,,,4.0,,,,,,
1329,1,3.0,,,,4.0,,,,,,
1331,1,3.0,,,,5.0,,,,,,
1332,2,4.0,,,,3.0,,,,,,
1335,1,1.0,,,,4.0,,,,,,
1336,2,4.0,,,,3.0,,,,,,
1340,2,4.0,,,,4.0,,,,,,
1342,1,1.0,,,,5.0,,,,,,
1343,1,6.0,,,,3.0,,,,,,
1344,1,3.0,,,,5.0,,,,,,
1345,1,1.0,,,,5.0,,,,,,
1346,1,3.0,,,,4.0,,,,,,
1348,2,3.0,,,,3.0,,,,,,
1349,1,3.0,,,,6.0,,,,,,
1350,2,3.0,,,,4.0,,,,,,
1357,2,5.0,,,,2.0,,,,,,
1363,1,1.0,,,,5.0,,,,,,
1368,2,4.0,,,,4.0,,,,,,
1371,1,3.0,,,,4.0,,,,,,
1372,2,3.0,,,,4.0,,,,,,
1373,2,4.0,,,,3.0,,,,,,
1377,2,4.0,,,,3.0,,,,,,
1378,2,4.0,,,,3.0,,,,,,
1380,2,2.0,,,,4.0,,,,,,
1382,2,5.0,,,,3.0,,,,,,
1383,2,5.0,,,,2.0,,,,,,
1386,2,2.0,,,,4.0,,,,,,
1388,2,3.0,,,,4.0,,,,,,
1390,3,3.0,,,,3.0,,,,,,
1402,2,3.0,,,,3.0,,,,,,
1408,2,2.0,,,,3.0,,,,,,
1411,1,5.0,,,,4.0,,,,,,
1412,3,4.0,,,,3.0,,,,,,
1413,2,5.0,,,,3.0,,,,,,
1423,1,2.0,,,,4.0,,,,,,
1424,2,2.0,,,,4.0,,,,,,
1425,3,3.0,,,,3.0,,,,,,
1426,3,4.0,,,,3.0,,,,,,
1427,2,4.0,,,,1.0,,,,,,
1428,3,2.0,,,,4.0,,,,,,
1429,2,5.0,,,,3.0,,,,,,
1441,1,2.0,,,,5.0,,,,,,
1443,1,1.0,,,,5.0,,,,,,
1445,3,4.0,,,,4.0,,,,,,
1446,2,3.0,,,,3.0,,,,,,
1447,1,2.0,,,,2.0,,,,,,
1448,1,2.0,,,,6.0,,,,,,
1449,1,6.0,,,,3.0,,,,,,
1450,3,1.0,,,,4.0,,,,,,
1451,1,3.0,,,,3.0,,,,,,
1454,1,4.0,,,,3.0,,,,,,
1455,1,5.0,,,,4.0,,,,,,
1457,3,3.0,,,,3.0,,,,,,
1458,1,2.0,,,,3.0,,,,,,
1459,1,4.0,,,,4.0,,,,,,
1460,1,3.0,,,,4.0,,,,,,
1461,1,4.0,,,,3.0,,,,,,
1462,2,4.0,,,,3.0,,,,,,
1463,2,4.0,,,,4.0,,,,,,
1464,2,3.0,,,,3.0,,,,,,
1465,2,3.0,,,,2.0,,,,,,
1466,3,4.0,,,,4.0,,,,,,
1467,3,4.0,,,,5.0,,,,,,
1468,1,3.0,,,,4.0,,,,,,
1470,2,3.0,,,,4.0,,,,,,
1471,2,4.0,,,,2.0,,,,,,
1472,1,4.0,,,,3.0,,,,,,
1473,1,3.0,,,,4.0,,,,,,
1475,3,4.0,,,,3.0,,,,,,
1479,1,4.0,,,,4.0,,,,,,
1481,1,1.0,,,,5.0,,,,,,
1482,1,4.0,,,,4.0,,,,,,
1485,1,3.0,,,,3.0,,,,,,
1487,1,3.0,,,,4.0,,,,,,
1488,1,2.0,,,,3.0,,,,,,
1490,8,3.0,,,,4.0,,,,,,
1491,3,3.0,,,,4.0,,,,,,
1493,8,3.0,,,,4.0,,,,,,
1494,1,2.0,,,,4.0,,,,,,
1495,3,2.0,,,,4.0,,,,,,
1496,2,4.0,,,,3.0,,,,,,
1497,1,8.0,,,,8.0,,,,,,
1498,1,3.0,,,,4.0,,,,,,
1499,1,3.0,,,,4.0,,,,,,
1500,1,3.0,,,,3.0,,,,,,
1502,1,3.0,,,,5.0,,,,,,
1504,1,2.0,,,,5.0,,,,,,
1505,1,3.0,,,,4.0,,,,,,
1506,3,3.0,,,,4.0,,,,,,
1507,1,3.0,,,,5.0,,,,,,
1509,1,2.0,,,,5.0,,,,,,
1510,1,4.0,,,,4.0,,,,,,
1512,1,3.0,,,,4.0,,,,,,
1513,1,4.0,,,,4.0,,,,,,
1514,1,8.0,,,,4.0,,,,,,
1515,2,4.0,,,,2.0,,,,,,
1516,1,4.0,,,,4.0,,,,,,
1517,1,2.0,,,,4.0,,,,,,
1523,1,2.0,,,,4.0,,,,,,
1525,2,3.0,,,,3.0,,,,,,
1526,1,3.0,,,,5.0,,,,,,
1527,2,4.0,,,,4.0,,,,,,
1528,1,3.0,,,,5.0,,,,,,
1529,3,3.0,,,,4.0,,,,,,
1531,1,2.0,,,,5.0,,,,,,
1532,1,2.0,,,,5.0,,,,,,
1533,2,3.0,,,,4.0,,,,,,
1534,3,3.0,,,,3.0,,,,,,
1535,3,3.0,,,,4.0,,,,,,
1536,1,4.0,,,,4.0,,,,,,
1537,2,4.0,,,,4.0,,,,,,
1539,1,3.0,,,,5.0,,,,,,
1540,3,3.0,,,,3.0,,,,,,
1543,3,3.0,,,,3.0,,,,,,
1545,2,3.0,,,,3.0,,,,,,
1548,2,3.0,,,,3.0,,,,,,
1549,1,3.0,,,,4.0,,,,,,
1550,1,4.0,,,,4.0,,,,,,
1551,1,3.0,,,,5.0,,,,,,
1552,3,3.0,,,,4.0,,,,,,
1553,3,4.0,,,,4.0,,,,,,
1554,3,3.0,,,,3.0,,,,,,
1555,2,4.0,,,,2.0,,,,,,
1556,1,1.0,,,,5.0,,,,,,
1557,2,2.0,,,,4.0,,,,,,
1558,1,2.0,,,,4.0,,,,,,
1563,2,4.0,,,,2.0,,,,,,
1566,3,4.0,,,,4.0,,,,,,
1570,2,4.0,,,,4.0,,,,,,
1571,2,4.0,,,,3.0,,,,,,
1572,1,2.0,,,,4.0,,,,,,
1574,2,3.0,,,,4.0,,,,,,
1576,1,4.0,,,,2.0,,,,,,
1577,3,4.0,,,,3.0,,,,,,
1580,9,5.0,,,,4.0,,,,,,
1581,2,5.0,,,,3.0,,,,,,
1585,3,3.0,,,,4.0,,,,,,
1587,1,1.0,,,,4.0,,,,,,
1588,1,2.0,,,,3.0,,,,,,
1589,2,2.0,,,,4.0,,,,,,
1590,3,3.0,,,,3.0,,,,,,
1591,3,4.0,,,,4.0,,,,,,
1592,1,2.0,,,,2.0,,,,,,
1593,1,4.0,,,,4.0,,,,,,
1594,1,2.0,,,,2.0,,,,,,
1595,3,2.0,,,,4.0,,,,,,
1596,3,6.0,,,,4.0,,,,,,
1597,2,4.0,,,,3.0,,,,,,
1598,3,4.0,,,,4.0,,,,,,
1600,3,8.0,,,,3.0,,,,,,
1601,2,3.0,,,,5.0,,,,,,
1602,3,2.0,,,,5.0,,,,,,
1604,3,1.0,,,,3.0,,,,,,
1606,2,3.0,,,,3.0,,,,,,
1607,1,3.0,,,,5.0,,,,,,
1608,1,2.0,,,,5.0,,,,,,
1615,1,1.0,,,,3.0,,,,,,
1616,1,2.0,,,,3.0,,,,,,
1619,1,1.0,,,,5.0,,,,,,
1620,1,4.0,,,,4.0,,,,,,
1622,1,2.0,,,,4.0,,,,,,
1623,1,3.0,,,,4.0,,,,,,
1624,1,2.0,,,,5.0,,,,,,
1625,3,4.0,,,,4.0,,,,,,
1626,2,4.0,,,,4.0,,,,,,
1657,1,1.0,,,,4.0,,,,,,
1658,1,3.0,,,,3.0,,,,,,
1660,1,4.0,,,,1.0,,,,,,
1662,1,4.0,,,,2.0,,,,,,
1663,3,3.0,,,,4.0,,,,,,
1664,2,2.0,,,,4.0,,,,,,
1666,1,3.0,,,,4.0,,,,,,
1668,3,4.0,,,,3.0,,,,,,
1669,1,3.0,,,,4.0,,,,,,
1670,1,2.0,,,,4.0,,,,,,
1673,2,9.0,,,,9.0,,,,,,
1675,1,9.0,,,,4.0,,,,,,
1677,1,3.0,,,,4.0,,,,,,
1679,1,3.0,,,,4.0,,,,,,
1680,2,5.0,,,,2.0,,,,,,
1681,1,3.0,,,,4.0,,,,,,
1682,1,4.0,,,,4.0,,,,,,
1686,2,3.0,,,,4.0,,,,,,
1687,1,2.0,,,,4.0,,,,,,
1688,1,2.0,,,,4.0,,,,,,
1689,1,2.0,,,,5.0,,,,,,
1690,1,2.0,,,,5.0,,,,,,
1691,1,4.0,,,,4.0,,,,,,
1692,3,4.0,,,,4.0,,,,,,
1693,1,3.0,,,,3.0,,,,,,
1694,8,6.0,,,,4.0,,,,,,
1698,2,2.0,,,,3.0,,,,,,
1699,9,3.0,,,,3.0,,,,,,
1700,1,3.0,,,,4.0,,,,,,
1701,2,3.0,,,,3.0,,,,,,
1702,2,3.0,,,,4.0,,,,,,
1704,2,4.0,,,,3.0,,,,,,
1706,3,4.0,,,,2.0,,,,,,
1708,1,2.0,,,,3.0,,,,,,
1709,1,3.0,,,,4.0,,,,,,
1711,2,3.0,,,,1.0,,,,,,
1713,1,4.0,,,,4.0,,,,,,
1717,2,4.0,,,,4.0,,,,,,
1719,2,4.0,,,,4.0,,,,,,
1720,2,4.0,,,,1.0,,,,,,
1721,1,2.0,,,,5.0,,,,,,
1722,1,3.0,,,,5.0,,,,,,
1723,1,8.0,,,,4.0,,,,,,
1724,1,3.0,,,,4.0,,,,,,
1725,2,4.0,,,,4.0,,,,,,
1727,2,4.0,,,,3.0,,,,,,
1729,1,6.0,,,,6.0,,,,,,
1730,2,4.0,,,,4.0,,,,,,
1731,1,4.0,,,,4.0,,,,,,
1732,2,4.0,,,,4.0,,,,,,
1733,3,4.0,,,,3.0,,,,,,
1734,2,4.0,,,,3.0,,,,,,
1740,3,3.0,,,,4.0,,,,,,
1742,2,4.0,,,,4.0,,,,,,
1743,1,2.0,,,,4.0,,,,,,
1744,2,3.0,,,,4.0,,,,,,
1749,3,3.0,,,,4.0,,,,,,
1751,1,2.0,,,,4.0,,,,,,
1752,1,2.0,,,,4.0,,,,,,
1753,1,4.0,,,,4.0,,,,,,
